Version,precision,recall,f1,roc_auc,pr_auc
Original Behaviour,0.5531914893617021,0.19923371647509577,0.29295774647887324,0.8324453617082532,0.4202692263633552
Inverted Behaviour,0.5531914893617021,0.19923371647509577,0.29295774647887324,0.8330814205537393,0.4206992452177848
